hhnum	eventid	itemnum	itemdesc
119196	21314	1	REGULAR SODA, COCA COLA, COKE, PEPSI
119196	21315	1	HOT POCKET
119205	40405	1	ITALIAN BEEF SANDWICH
119205	40413	2	Premium Southwest Salad w/ Grilled Chicken
119205	40413	1	Premium Bacon Ranch Salad w/ Crispy Chicken
119208	44675	1	BAKED ZITI WITH GROUND BEEF
119208	44675	5	GREEN BEANS
119208	44675	2	TOSSED SALAD
119208	44675	3	GRILLED CHICKEN TENDERS
119208	44675	4	MASHED POTATOES
119208	44677	3	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
119208	44677	8	Prime-Cut Chicken Tenders
119208	44677	1	Roast Beef Classic Sandwich
119208	44677	2	Curly Fries
119208	44677	7	REGULAR SODA, COCA COLA, COKE, PEPSI
119208	44677	4	DIET SODA, DR PEPPER, ROOT BEER
119208	44677	9	Curly Fries
119208	44677	6	Curly Fries
119208	44677	5	Grand Turkey Club
119208	44678	12	BUFFET: BROCCOLI WITH CHEESE
119208	44678	11	Banana Pudding
119208	44678	8	Lima Beans, Baby
119208	44678	9	Yellow Squash
119208	44678	15	Sourdough Rolls
119208	44678	1	BUFFET
119208	44678	14	BUFFET: CHEESE QUESADILLA
119208	44678	6	Chicken Tenders
119208	44678	10	Cabbage
119208	44678	3	DIET SODA, COKE, PEPSI
119208	44678	7	Smothered Chopped Steaks
119208	44678	2	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
119208	44678	13	Red Bliss Potatoes
119208	44678	4	BUFFET: SALAD
119208	44678	5	Timberline Chili
119208	44681	6	KETCHUP
119208	44681	7	LETTUCE SALAD
119208	44681	4	REFRIED BEANS
119208	44681	2	CHICKEN ENCHILADA
119208	44681	3	SPANISH RICE
119208	44681	8	RANCH DRESSING
119208	44681	5	TATER TOTS
119208	44681	1	HOT WINGS
119208	44686	1	COFFEE (OTHER OR UNKNOWN TYPE)
119208	44687	1	Sausage Biscuits
119208	44687	2	COFFEE (OTHER OR UNKNOWN TYPE)
119208	44688	2	MASHED POTATOES
119208	44688	4	REGULAR SODA, COCA COLA, COKE, PEPSI
119208	44688	1	CHICKEN NUGGETS
119208	44688	3	APPLE
119208	44689	3	TEA, SWEET
119208	44689	1	CHICKEN SALAD SANDWICH
119208	44689	2	DORITOS
119208	44690	3	GATORADE
119208	44690	2	BBQ CHIPS
119208	44690	1	PIZZA, CHEESE
119208	44691	2	BLACK BEANS
119208	44691	4	TEA, SWEET
119208	44691	1	CHICKEN TACO
119208	44691	3	CHOCOLATE CHIP COOKIE
119208	45150	5	LEMONADE
119208	45150	1	BARBECUE SANDWICH
119208	45150	4	CARROT CAKE
119208	45150	3	BAKED BEANS
119208	45150	2	POTATO SALAD
119208	45154	2	FRENCH FRIES
119208	45154	1	BACON CHEESEBURGER
119208	45154	3	DIET SODA, COKE, PEPSI
119208	45156	7	DIET SODA, COKE, PEPSI
119208	45156	10	BARBEQUE SAUCE
119208	45156	5	BARBECUE SANDWICH
119208	45156	8	BREAD (ANY TYPE)
119208	45156	1	COLLARD GREENS
119208	45156	3	FRENCH FRIES
119208	45156	2	REGULAR SODA, COCA COLA, COKE, PEPSI
119208	45156	9	CHICKEN FINGERS (3)
119208	45156	6	TOSSED SALAD
119208	45156	4	TEA, SWEET
119208	45157	3	BAKED BEANS
119208	45157	5	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
119208	45157	1	HOT DOGS
119208	45157	2	POTATO SALAD
119208	45157	4	REGULAR SODA, COCA COLA, COKE, PEPSI
119208	45157	6	KETCHUP ON HOT DOGS
119208	45159	3	DIET SODA, COKE, PEPSI
119208	45159	2	FRENCH FRIES
119208	45159	4	HONEY MUSTARD SAUCE
119208	45159	1	CHICKEN FINGER COMBO 4 PIECE
119208	45162	2	LETTUCE SALAD
119208	45162	3	THOUSAND ISLAND DRESSING
119208	45162	1	CHICKEN CASSEROLE
119208	45163	2	REFRIED BEANS
119208	45163	4	MELTED CHEDDAR CHEESE ON BURRITO
119208	45163	1	CHICKEN BURRITOS
119208	45163	3	SPANISH RICE
119208	45217	1	CHEESEBURGER
119208	45217	4	SUGAR COOKIE
119208	45217	5	MILK, 1 PERCENT (%), LOW FAT
119208	45217	6	WATER, NFS
119208	45217	3	REGULAR SODA, COCA COLA, COKE, PEPSI
119208	45217	7	KETCHUP ON CHEESEBURGER AND FRIES
119208	45217	2	FRENCH FRIES
119215	17692	4	Chicken Mcnuggets
119215	17692	5	French Fries
119215	17692	2	REGULAR SODA, COCA COLA, COKE, PEPSI
119215	17692	1	Big Breakfast W/ Hotcakes
119215	17692	3	REGULAR SODA, COCA COLA, COKE, PEPSI
119216	32562	1	EGG SANDWICH
119217	14687	2	3 EGG
119217	14687	1	HALF ORDER OF BISCUIT AND GRAVY
119217	14687	4	HASH BROWNS
119217	14687	5	TOAST
119217	14687	3	MEAT
119217	14688	8	SEAGRAM'S 7
119217	14688	6	MAI TAI
119217	14688	4	RASPBERRY ICED TEA
119217	14688	3	CHICKEN CAESAR WRAP
119217	14688	10	LOADED BAKED POTATO
119217	14688	1	TRIPLE SAMPLER
119217	14688	2	REGULAR SODA, COCA COLA, COKE, PEPSI
119217	14688	5	CHICKEN SANDWICH
119217	14688	7	HALF POUND CHEESEBURGER
119217	14688	9	BRUSCHETTA CHICKEN
119217	14693	2	BANANA
119217	14693	1	FRENCH TOAST
119217	14695	2	GREEK SALAD WRAP
119217	14695	1	TEA, ICED
119217	15240	1	REGULAR SODA, COCA COLA, COKE, PEPSI
119217	15240	2	CRACKERS
119217	15241	1	PITA CHIPS
119217	15241	2	SALSA
119217	15241	4	PASTA
119217	15241	3	COCKTAIL (ANY OTHER MIXED DRINKS CONTAINING ALCOHOL)
119217	15244	2	LEMONADE
119217	15244	3	Plain, Whipped Light Cream Cheese Schmear
119217	15244	1	Plain Bagel
119217	15587	2	SMOOTHIE STRAWBERRY SQUEEZE
119217	15587	1	Grilled Chicken Wonton Tacos
119217	15677	3	BEER
119217	15677	1	HAM OR PORK, WITH BARBECUE (BBQ) SAUCE
119217	15677	2	BUFFALO CHICKEN DIP
119224	60301	1	CURLY FRIES
119224	60303	1	CHOCOLATE
119224	60305	2	SESAME BAGEL
119224	60305	1	BREAD LOAF
119224	60308	1	SHERBET OR SORBET
119224	60310	1	CHOCOLATE
119224	60312	1	POPCORN
119224	60313	1	SHERBET OR SORBET
119224	60314	2	PEANUT BUTTER COOKIE
119224	60314	1	LEMONADE
119224	60315	1	CHICKEN BREAST WITH PESTO
119224	60315	2	BREAD (ANY TYPE)
119224	60317	4	GREEK SALAD
119224	60317	3	RICE WITH SAFFRON
119224	60317	1	PITA BREAD
119224	60317	2	CHICKEN PERSIAN
119236	19245	1	COFFEE ICED GRANDE
119236	19245	3	VIA READY BREW INSTANT
119236	19245	2	MILK
119236	19246	1	COFFEE (OTHER OR UNKNOWN TYPE)
119236	19247	2	PEANUTS
119236	19247	1	COFFEE (OTHER OR UNKNOWN TYPE)
119236	19800	2	MILK, 1 PERCENT (%), LOW FAT
119236	19800	1	ICED COFFEE
119236	20353	3	MILK, 1 PERCENT (%), LOW FAT
119236	20353	1	ICED COFFEE
119236	20353	2	CAFFE VANILLA FRAPPUCCINO
119236	20353	4	Birthday Cake Pop
119236	20355	2	French Fries
119236	20355	6	Chicken Mcnuggets
119236	20355	3	DIET SODA, COKE, PEPSI
119236	20355	1	Premium Grilled Chicken Classic Sandwich
119236	20355	4	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
119236	20355	5	DIET SODA, COKE, PEPSI
119236	20356	1	COFFEE (OTHER OR UNKNOWN TYPE)
119236	20357	1	COFFEE (OTHER OR UNKNOWN TYPE)
119242	70315	1	CAFE AMERICANO
119242	70318	1	Cheese, 14"" Large Hand-Tossed Style Pizza
119242	70320	4	French Fries
119242	70320	1	Quarter Pounder w/ Cheese
119242	70320	3	Strawberry Sundae
119242	70320	2	REGULAR SODA, COCA COLA, COKE, PEPSI
119242	70323	4	DRINK
119242	70323	9	Bbq Black Beans
119242	70323	5	Chicken Leg
119242	70323	7	Corn Tortillas
119242	70323	6	Chicken Leg
119242	70323	1	Corn Tortillas
119242	70323	3	Bbq Black Beans
119242	70323	10	DRINK
119242	70323	2	Mashed Potatoes
119242	70323	8	Bbq Black Beans
119244	11092	1	ICE TEA
119260	42680	1	Bacon Bacon Biscuit
119260	42680	2	Bacon Bacon Biscuit
119260	42681	1	Sausage McMuffin w/ Egg
119260	42681	2	Hash Brown
119260	42681	3	COFFEE
119260	42682	3	POWERADE
119260	42682	1	Cheeseburger
119260	42682	2	French Fries
119260	42691	1	TEA, ICED
119260	42691	2	SPAGHETTI OR PASTA WITH SAUCE
119260	42691	5	LETTUCE SALAD
119260	42691	4	TOAST
119260	42691	3	APPLE
119260	42692	4	PEAR
119260	42692	2	HAMBURGER
119260	42692	3	FRENCH FRIES
119260	42692	1	TEA, ICED
119260	43331	1	Apple Dippers
119260	43337	1	Cheeseburger
119260	43337	2	POWERADE
119260	43338	1	French Fries
119260	43339	7	TEA, SWEET
119260	43339	3	GREEN BEANS
119260	43339	4	ROLL
119260	43339	1	CHICKEN BREAST
119260	43339	6	PINEAPPLE
119260	43339	2	SWEET POTATOES
119260	43339	5	BROWNIE
119260	43340	1	French Fries
119260	43341	5	WHEAT ROLL
119260	43341	3	SWEET POTATOES
119260	43341	7	PINEAPPLE
119260	43341	1	TEA, SWEET
119260	43341	2	CHICKEN BREAST
119260	43341	6	BROWNIE
119260	43341	4	GREEN BEANS
119260	43936	2	VEGETABLE BEEF SOUP
119260	43936	1	TEA, SWEET
119260	43936	3	CHEESE TOAST
119260	43936	5	SALAD
119260	43936	6	MIXED FRUIT
119260	43936	4	CRACKERS
119260	43937	6	SALSA
119260	43937	2	CHICKEN FAJITAS
119260	43937	1	TEA, SWEET
119260	43937	4	LETTUCE AND TOMATO
119260	43937	7	BANANA
119260	43937	3	GRILLED PEPPERS AND ONION
119260	43937	5	CHILI BEANS
119260	43940	6	MIXED FRUIT
119260	43940	4	CRACKERS
119260	43940	2	VEGETABLE BEEF SOUP
119260	43940	1	TEA, SWEET
119260	43940	3	CHEESE TOAST
119260	43940	5	SALAD
119260	43941	4	GRILLED PEPPERS AND ONIONS
119260	43941	5	LETTUCE AND TOMATO
119260	43941	1	TEA, SWEET
119260	43941	6	CHILI BEANS
119260	43941	7	BANANA
119260	43941	2	CHICKEN FAJITAS
119260	43941	3	SALSA
119265	12022	2	EGGS (INCLUDES HARD-BOILED, SCRAMBLED, OR POACHED)
119265	12022	7	WATER, NFS
119265	12022	1	SIRLOIN STEAK MEAL
119265	12022	6	COFFEE W/MILK & SUGAR
119265	12022	5	JELLY
119265	12022	4	WHITE TOAST
119265	12022	3	HASH BROWNS
119265	12387	1	Oven Roasted Chicken, Footlong
119268	33553	3	CHOCOLATE MILK, 2 PERCENT (%), REDUCED FAT
119268	33553	4	Apple Slices
119268	33553	2	French Fries
119268	33553	1	Chicken Mcnuggets
119268	33554	3	BREAD (ANY TYPE)
119268	33554	1	CHICKEN DRUMSTICK
119268	33554	4	REGULAR SODA, COCA COLA, COKE, PEPSI
119268	33554	2	CHICKEN BREAST
119268	33569	1	TACO, WITH BEEF (INCLUDES HARD OR SOFT TACO)
119268	33569	2	REGULAR SODA, COCA COLA, COKE, PEPSI
119268	34076	5	Ham Steaks, Grilled
119268	34076	4	CHILDREN'S BUFFET
119268	34076	1	ADULT DINNER
119268	34076	3	REGULAR SODA (OTHER OR UNKNOWN TYPE)
119268	34076	2	REGULAR SODA (OTHER OR UNKNOWN TYPE)
119268	34077	6	VEGETABLES
119268	34077	4	SODA
119268	34077	5	TORTILLA
119268	34077	3	RICE
119268	34077	2	BEANS
119268	34077	1	GRILLED MEAT
119268	34078	1	WATER, NFS
119268	34079	1	HOT DOG
119268	34079	2	REGULAR SODA (OTHER OR UNKNOWN TYPE)
119268	34080	1	WATER, NFS
119268	34080	2	BUBU LUBU
119268	34666	3	REGULAR SODA, COCA COLA, COKE, PEPSI
119268	34666	4	Chicken Tenders
119268	34666	2	French Fries, Salted
119268	34666	5	French Fries, Salted
119268	34666	1	Tendercrisp Chicken Sandwich
119268	34666	6	FRUIT PUNCH
119268	64142	4	REGULAR SODA, COCA COLA, COKE, PEPSI
119268	64142	3	Premium Grilled Chicken Club Sandwich
119268	64142	6	French Fries
119268	64142	2	CHOCOLATE MILK
119268	64142	1	Chicken Mcnuggets
119268	64142	5	French Fries
119268	64143	1	DONUT (DOUGHNUT), ANY TYPE
119268	64143	2	HINES ROASTED AND SALTED PEANUTS
119272	65054	2	CUBAN CAKE WITH CHEESE
119272	65054	1	RED BEANS AND RICE
119275	31833	1	POUND CAKE
119275	31833	2	WATER, NFS
119275	31834	2	Burrito Supreme, Beef
119275	31834	1	Doritos Locos Taco, Beef
119275	31834	3	Caramel Apple Empanada
119275	31834	4	Reduced Fat Sour Cream
119275	31838	4	BEER, OTHER OR UNKNOWN TYPE
119275	31838	3	LEMONADE
119275	31838	1	MUSHROOM BURGER
119275	31838	2	FRENCH FRIES
119275	33345	3	REGULAR SODA (OTHER OR UNKNOWN TYPE)
119275	33345	2	Crunchy Taco Supreme
119275	33345	1	Burrito Supreme, Steak
119275	61664	1	Cheese Pizza
119276	33814	2	COOKIE (OTHER OR UNKNOWN TYPE)
119276	33814	3	TURKEY AVOCADO BLT
119276	33814	1	THAI SALAD
119276	33816	1	Chicken Teriyaki Bowl
119276	33816	4	WATER, NFS
119276	33816	3	Beef Taco
119276	33816	2	Grilled Cheese
119276	33818	1	TEA, ICED
119276	33819	1	TEA
119276	33819	2	DONUT (DOUGHNUT), ANY TYPE
119276	33820	1	MUFFIN, BLUEBERRY
119276	33821	2	Crinkle Cut Fries
119276	33821	1	ButterBurger, Cheese, Double
119276	33821	3	WATER, NFS
119276	34588	1	French Fries
119276	34588	3	REGULAR SODA, DR PEPPER, ROOT BEER
119276	34588	2	REGULAR SODA, COCA COLA, COKE, PEPSI
119276	34589	2	Chicken & Bacon Ranch Melt
119276	34589	1	Turkey Breast w/ American Cheese, Footlong
119276	34591	3	CHOCOLATE MILK, SKIM OR FAT FREE
119276	34591	1	CHEESEBURGER
119276	34591	2	BAKED BEANS
119276	34594	1	TURKEY CORN DOG
119276	34594	3	CHOCOLATE MILK, SKIM OR FAT FREE
119276	34594	2	MIXED SALAD
119276	34596	1	Chicken Sandwich
119276	34596	3	TEA, SWEET
119276	34596	2	Waffle Potato Fries
119276	35319	2	Hash Browns
119276	35319	4	Chick-N-Minis
119276	35319	3	TEA, SWEET
119276	35319	1	Chicken Breakfast Burrito
119276	35323	1	Spicy Chicken Sandwich
119276	35323	2	Waffle Potato Fries
119276	35323	3	TEA, SWEET
119276	35324	2	SALAD
119276	35324	3	WATER, NFS
119276	35324	1	SPAGHETTI OR PASTA WITH SAUCE
119276	64272	4	TEA, SWEET
119276	64272	1	Chick-N-Minis
119276	64272	3	Hash Browns
119276	64272	2	Chicken Breakfast Burrito
119276	64277	3	SWT TEA LG
119276	64277	1	Spicy Chicken Sandwich
119276	64277	2	Waffle Potato Fries
119276	64280	1	GLAZE DONUT FAMILY
119276	64280	3	DONUT WITH HOLE
119276	64280	2	FOUNTAIN CUP
119276	64282	1	52 OUNCE REFILL FOUNTAIN
119276	64293	1	Turkey Breast W/ American Cheese
119276	64293	2	Chicken & Bacon Ranch Melt
119276	64296	3	SALAD
119276	64296	2	MILK
119276	64296	1	TURKEY CORN DOG
119276	64297	2	SALAD
119276	64297	1	SPAGHETTI AND MEAT SAUCE
119283	13121	1	PIE
119283	13647	1	FRIED CHICKEN
119283	13658	1	WATERMELON
119283	14123	1	ICED CARAMEL COFFEE
119283	55294	1	Italian Sausage & Red Onion, Pan Pizza
119285	33662	1	TOASTER WAFFLES
119285	33662	2	CHOCOLATE MILK, 2 PERCENT (%), REDUCED FAT
119285	33663	3	CHOCOLATE MILK, 2 PERCENT (%), REDUCED FAT
119285	33663	2	BROCCOLI
119285	33663	1	PIZZA, PEPPERONI
119285	35644	2	JUICE, ORANGE
119285	35644	1	MINI FRENCH TOAST
119285	35645	3	APPLE
119285	35645	2	MOZZARELLA CHEESE STICKS (FRIED CHEESE STICKS)
119285	35645	1	GRANOLA OR CEREAL BAR (ANY TYPE)
119285	35646	2	STRAWBERRY MILK
119285	35646	1	HAM AND CHEESE SANDWICH
119285	35647	2	MILK, 2 PERCENT (%), REDUCED FAT
119285	35647	1	FISH SANDWICH
119285	35647	3	CORN
119285	35648	1	CEREAL
119285	35648	2	MILK, 2 PERCENT (%), REDUCED FAT
119285	35649	2	MILK, 2 PERCENT (%), REDUCED FAT
119285	35649	1	CEREAL, READY-TO-EAT (ANY TYPE)
119285	35650	2	PINEAPPLE
119285	35650	3	MILK, 2 PERCENT (%), REDUCED FAT
119285	35650	1	CORN DOG NUGGETS
119285	35651	2	CHOCOLATE MILK, 2 PERCENT (%), REDUCED FAT
119285	35651	1	NACHOS AND CHEESE
119285	35651	3	CORN
119285	35654	1	MINI FRENCH TOAST
119285	35654	2	JUICE, ORANGE
119285	35655	1	HAM AND CHEESE SANDWICH
119285	35655	2	STRAWBERRY MILK
119285	35656	1	CEREAL BAR
119285	35656	3	APPLE
119285	35656	2	MOZZARELLA CHEESE STICKS (FRIED CHEESE STICKS)
119285	35657	2	CHOCOLATE MILK, 2 PERCENT (%), REDUCED FAT
119285	35657	1	NACHOS AND CHEESE
119285	35657	3	CORN
119285	35658	1	CEREAL, READY-TO-EAT (ANY TYPE)
119285	35658	2	MILK, 2 PERCENT (%), REDUCED FAT
119285	35659	1	FISH SANDWICH
119285	35659	2	CHOCOLATE MILK, 2 PERCENT (%), REDUCED FAT
119285	35660	2	MILK, 2 PERCENT (%), REDUCED FAT
119285	35660	1	CEREAL, READY-TO-EAT (ANY TYPE)
119285	35661	2	PINEAPPLE
119285	35661	1	CORN DOG NUGGETS
119285	35661	3	MILK, 2 PERCENT (%), REDUCED FAT
119289	22732	1	CHINESE RICE
119289	22732	4	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
119289	22732	3	NOODLE SALAD
119289	22732	5	CAKE
119289	22732	2	EMPANADA
119289	22734	1	SHISH KABOB
119289	22737	5	SALAD
119289	22737	2	PIZZA
119289	22737	3	CHICKEN
119289	22737	4	MASHED POTATOES
119289	22737	1	CHINESE FOOD
119289	22738	2	French Fries
119289	22738	1	McChicken
119289	22738	3	REGULAR SODA, COCA COLA, COKE, PEPSI
119289	22742	6	BREAD
119289	22742	1	SNAPPLE ICE TEA
119289	22742	4	RICE
119289	22742	5	PLANTAINS
119289	22742	2	COFFEE (OTHER OR UNKNOWN TYPE)
119289	22742	7	BUTTER
119289	22742	3	STEAK
119289	22743	1	CHEESE AND FLOUR POPOOSAS
119289	22744	6	CEREAL
119289	22744	4	CAKE
119289	22744	5	DIET SODA, COKE, PEPSI
119289	22744	2	EMPANADA
119289	22744	7	MILK (OTHER OR UNKNOWN TYPE)
119289	22744	3	NOODLE SALAD
119289	22744	1	CHICKEN WITH RICE
119289	22745	1	CANDY
119289	22746	3	CHOCOLATE DONUT
119289	22746	2	COFFEE
119289	22746	1	CHOCOLATE DONUT
119289	22747	5	CEREAL
119289	22747	3	DIET SODA, COKE, PEPSI
119289	22747	6	MILK (OTHER OR UNKNOWN TYPE)
119289	22747	2	EPANADAS
119289	22747	4	CAKE
119289	22747	1	CHICKEN WITH RICE
119289	22748	3	BUTTER
119289	22748	2	BAGEL
119289	22748	1	JUICE, ORANGE
119289	23203	1	Bacon, Egg & Cheese Bagel
119289	23203	2	Sausage Burrito
119289	23204	3	Cheeseburger
119289	23204	2	Big Mac
119289	23204	1	REGULAR SODA, COCA COLA, COKE, PEPSI
119289	23205	1	PIZZA
119289	23206	1	Cheeseburger
119289	63275	2	CHOCOLATE CHIP FRAPPE
119289	63275	1	CHOCOLATE CHIP FRAPPE
119289	63276	2	Premium Crispy Chicken Club Sandwich
119289	63276	1	REGULAR SODA, COCA COLA, COKE, PEPSI
119289	63276	4	French Fries
119289	63276	3	Big Mac
119289	63277	2	COOLER TROP OJ
119289	63277	1	BAGEL
119289	63277	3	BUTTER
119289	63278	5	RICE AND TYSON CHICKEN
119289	63278	6	REGULAR SODA, COCA COLA, COKE, PEPSI
119289	63278	8	BREAD
119289	63278	1	PANCAKES
119289	63278	4	JUICE
119289	63278	7	ICE CHOCOLATE 1 CUP
119289	63278	3	REGULAR SODA, COCA COLA, COKE, PEPSI
119289	63278	9	BUTTER
119289	63278	2	PIZZA CHEESE
119289	63280	1	MP CANDY
119289	63280	2	CANDY
119289	63281	4	FISH WITH WHITE RICE
119289	63281	3	COOKIES
119289	63281	2	TUNA SANDWICH
119289	63281	1	WAFFLE
119289	63283	1	McChicken
119289	63283	2	Cheeseburger
119289	63284	5	REGULAR SODA, COCA COLA, COKE, PEPSI
119289	63284	1	Home-Style Chicken Strips
119289	63284	2	American Cheese
119289	63284	4	French Fries, Salted
119289	63284	3	American Cheese
119289	63286	3	PORK CHOPS
119289	63286	1	RICE CRISPIES
119289	63286	2	CHICKEN SALAD
119289	63286	4	RICE
119289	63288	3	REGULAR SODA, COCA COLA, COKE, PEPSI
119289	63288	7	ICE CREAM CHOCOLATE
119289	63288	1	PANCAKES
119289	63288	2	PIZZA CHEESE
119289	63288	5	RICE AND TYSON CHICKEN
119289	63288	9	BUTTER
119289	63288	6	REGULAR SODA, COCA COLA, COKE, PEPSI
119289	63288	8	BREAD
119289	63288	4	JUICE
119289	63291	2	TUNA SANDWICH
119289	63291	1	WAFFLE
119289	63291	4	FISH WITH WHITE RICE
119289	63291	3	COOKIES
119289	63292	1	RICE CRISPIES
119289	63292	3	PORK CHOPS
119289	63292	4	RICE
119289	63292	2	CHICKEN SALAD
119290	70333	1	HALF GREEK
119290	70333	2	10 INCH HAM
119290	70333	3	FRUIT
119290	70336	1	Black Forest Ham, Footlong
119290	70338	1	VENTI ICED GREEN TEA SHAKEN
119290	70340	1	Black Forest Ham, Footlong
119294	8219	1	MEATLOAF
119294	8219	3	GREENBEANS
119294	8219	4	COLE SLAW
119294	8219	5	BLUEBERRY CHEESECAKE
119294	8219	2	MASHED POTATOES
119294	8219	6	COUNTRY HAM
119294	8222	1	REGULAR SODA, ORANGE, CHERRY
119294	8223	1	Side Salad
119294	8788	1	Sausage Biscuit
119294	8789	2	French Fries
119294	8789	1	Bacon, Egg & Cheese Biscuit
119294	8789	3	DRINK
119294	8790	2	REGULAR SODA, COCA COLA, COKE, PEPSI
119294	8790	1	Cravin' Chicken Sandwich, Roast
119294	8791	1	GENERAL GAU (TSO) CHICKEN (CHINESE)
119297	8692	2	WATER, NFS
119297	8692	3	LEMON BAR
119297	8692	1	CHICKEN TACO
119297	9236	10	RAW CARROTS CUCUMBERS PEPPERS
119297	9236	3	BROCCOLI SLAW
119297	9236	1	BRATWURST ON WHEAT BUN
119297	9236	4	MIXED FRUIT
119297	9236	5	SLICED PEPPERS AND ONIONS
119297	9236	9	HAMBURGER ON WHEAT BUN
119297	9236	8	RHUBARB CAKE WITH WHIPPED CREAM
119297	9236	11	DIET SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
119297	9236	6	BAKED BEANS
119297	9236	7	REGULAR SODA, COCA COLA, COKE, PEPSI
119297	9236	2	POTATO SALAD
119298	41726	1	BISCUIT
119298	41726	2	MILK, 2 PERCENT (%), REDUCED FAT
119298	41727	3	JUICE, FRUIT (OTHER OR UNKNOWN TYPE)
119298	41727	1	CHEESEBURGER
119298	41727	2	FRENCH FRIES
119298	41728	1	BISCUIT
119298	41728	2	MILK, 2 PERCENT (%), REDUCED FAT
119298	41729	3	JUICE, FRUIT (OTHER OR UNKNOWN TYPE)
119298	41729	1	MOZZARELLA CHEESE STICKS (FRIED CHEESE STICKS)
119298	41729	2	FRENCH FRIES
119298	41730	2	MILK, 2 PERCENT (%), REDUCED FAT
119298	41730	1	BISCUIT
119298	41731	3	JUICE, FRUIT (OTHER OR UNKNOWN TYPE)
119298	41731	2	FRENCH FRIES
119298	41731	1	HOT DOGS
119298	41732	1	BISCUIT
119298	41732	2	MILK, 2 PERCENT (%), REDUCED FAT
119298	41733	3	JUICE, FRUIT (OTHER OR UNKNOWN TYPE)
119298	41733	2	FRENCH FRIES
119298	41733	1	PIZZA, PEPPERONI
119298	41734	3	REGULAR SODA (OTHER OR UNKNOWN TYPE)
119298	41734	2	CHICKEN WINGS
119298	41734	1	FRENCH FRIES
119298	41735	1	Chicken Wings
119298	41735	2	WATER, NFS
119298	41736	2	FRENCH FRIES
119298	41736	1	CHICKEN WINGS
119298	41737	2	MILK, 2 PERCENT (%), REDUCED FAT
119298	41737	1	BISCUIT
119298	41738	3	JUICE, FRUIT (OTHER OR UNKNOWN TYPE)
119298	41738	2	FRENCH FRIES
119298	41738	1	BEEF BURRITO
119298	41739	1	CARAMEL MACCHIATO
119298	41740	1	CARAMEL MACCHIATO
119298	41741	1	CARAMEL MACCHIATO
119298	41742	5	Chicken Fingers
119298	41742	2	3 Oz Crinkle Fries
119298	41742	7	Chicken Wings
119298	41742	1	Chicken Wings
119298	41742	8	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
119298	41742	4	Chicken Wings
119298	41742	3	MILK SHAKE (ANY TYPE)
119298	41742	6	Chicken Wings
119298	41742	9	REGULAR SODA (OTHER OR UNKNOWN TYPE)
119298	52220	2	FRIES
119298	52220	1	CHICKEN PATTY
119298	52220	3	BREAKFAST BISCUIT
119298	52220	4	JUICE
119298	52223	5	JUICE
119298	52223	1	BURRITOS
119298	52223	4	BREAKFAST BISCUIT
119298	52223	3	JUICE
119298	52223	2	FRIES
119299	35237	1	SUPREME SAUSAGE CHEESE STICKS
119299	35237	2	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
119299	35238	1	REGULAR SODA, COCA COLA, COKE, PEPSI
119299	35238	4	PHILLY STEAK SANDWICH
119299	35238	2	ITALIAN BEEF SANDWICH
119299	35238	3	FRENCH FIRES
119299	35238	6	REGULAR SODA, COCA COLA, COKE, PEPSI
119299	35238	5	FRENCH FRIES
119299	36085	3	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
119299	36085	1	Pepperoni Round Hot-n-Ready Pizza, 14""
119299	36085	2	Crazy Bread
119301	6009	1	PANCAKE (PLAIN OR FLAVORED)
119301	6010	3	PINEAPPLE
119301	6010	1	CHICKEN NOODLE SOUP
119301	6010	2	CARROTS
119301	6011	1	VANILLA WAFFERS
119301	6011	2	JUICE, APPLE
119301	6012	2	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
119301	6012	1	SAUSAGE PANCAKE ON A STICK
119301	6013	4	JELLO (GELATIN)
119301	6013	2	WHIPPED POTATOES
119301	6013	1	CHICKEN NUGGETS
119301	6013	3	FRUIT COCKTAIL
119301	6014	1	CEREAL LUCKY CHARMS
119301	6014	2	MILK, 2 PERCENT (%), REDUCED FAT
119301	6015	1	PIZZA ROLLS
119301	6015	2	CORN
119301	6015	3	PEAR
119301	6016	1	BANANA
119301	6016	2	JUICE, APPLE
119301	6017	1	CEREAL LUCKY CHARMS
119301	6017	3	BREAD (ANY TYPE)
119301	6017	2	MILK, 2 PERCENT (%), REDUCED FAT
119301	6018	5	BOSCO STICKS
119301	6018	4	CHOCOLATE MILK, 2 PERCENT (%), REDUCED FAT
119301	6018	1	LETTUCE SALAD
119301	6018	2	CHILLED PEACHES
119301	6018	6	MARINARA
119301	6018	3	FRUIT SHURBERT
119301	6019	3	Tots
119301	6019	1	All Beef Regular Hot Dog
119301	6019	4	Onion Rings
119301	6019	5	REGULAR SODA, COCA COLA, COKE, PEPSI
119301	6019	2	All Beef Chili Cheese Coney
